ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Turn, 6, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, 6, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, 6, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, 6, 14, 0.99, 0.97, 58, 617, 617, 0, 4, 54, 0.00, 0.07, 0.06
RF-501, Turn, 6, 15, 0.99, 0.93, 38, 637, 637, 0, 5, 33, 0.00, 0.13, 0.12
RF-501, Square, 6, 1, 0.98, 0.91, 63, 753, 745, 8, 11, 52, 0.01, 0.17, 0.15
RF-501, Square, 6, 2, 1.00, 0.99, 58, 758, 758, 0, 1, 57, 0.00, 0.02, 0.02
RF-501, Square, 6, 3, 1.00, 0.97, 67, 749, 749, 0, 4, 63, 0.00, 0.06, 0.06
RF-501, Square, 6, 4, 0.99, 0.96, 39, 777, 775, 2, 3, 36, 0.00, 0.08, 0.07
RF-501, Square, 6, 5, 0.97, 0.76, 49, 767, 764, 3, 23, 26, 0.00, 0.47, 0.32
RF-501, Square, 6, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 6, 7, 0.98, 0.82, 48, 768, 765, 3, 17, 31, 0.00, 0.35, 0.26
RF-501, Square, 6, 8, 0.98, 0.91, 57, 759, 749, 10, 9, 48, 0.01, 0.16, 0.14
RF-501, Square, 6, 9, 0.97, 0.80, 40, 776, 770, 6, 16, 24, 0.01, 0.40, 0.29
RF-501, Square, 6, 10, 0.99, 0.88, 42, 774, 773, 1, 10, 32, 0.00, 0.24, 0.19
RF-501, Square, 6, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 6, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 6, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 6, 14, 0.97, 0.86, 61, 755, 750, 5, 17, 44, 0.01, 0.28, 0.22
RF-501, Square, 6, 15, 0.98, 0.89, 73, 743, 739, 4, 15, 58, 0.01, 0.21, 0.17
RF-501, Circle, 7, 1, 0.98, 0.88, 42, 570, 570, 0, 10, 32, 0.00, 0.24, 0.19
RF-501, Circle, 7, 2, 0.99, 0.96, 47, 565, 565, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Circle, 7, 3, 0.98, 0.95, 59, 553, 548, 5, 5, 54, 0.01, 0.08, 0.08
RF-501, Circle, 7, 4, 0.98, 0.86, 35, 577, 576, 1, 10, 25, 0.00, 0.29, 0.22
RF-501, Circle, 7, 5, 1.00, 0.96, 40, 572, 572, 0, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, 7, 6, 1.00, 0.97, 45, 567, 567, 0, 3, 42, 0.00, 0.07, 0.06
RF-501, Circle, 7, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 7, 8, 0.98, 0.89, 48, 564, 561, 3, 10, 38, 0.01, 0.21, 0.17
RF-501, Circle, 7, 9, 0.98, 0.86, 46, 566, 566, 0, 13, 33, 0.00, 0.28, 0.22
RF-501, Circle, 7, 10, 0.99, 0.94, 39, 573, 573, 0, 5, 34, 0.00, 0.13, 0.11
RF-501, Circle, 7, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, 7, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 7, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 7, 14, 0.99, 0.96, 48, 564, 562, 2, 4, 44, 0.00, 0.08, 0.08
RF-501, Circle, 7, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, 7, 1, 1.00, 0.97, 40, 512, 512, 0, 2, 38, 0.00, 0.05, 0.05
RF-501, Updown, 7, 2, 1.00, 1.00, 41, 511, 511, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Updown, 7, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 7, 4, 1.00, 0.96, 26, 526, 526, 0, 2, 24, 0.00, 0.08, 0.07
RF-501, Updown, 7, 5, 0.99, 0.92, 33, 519, 519, 0, 5, 28, 0.00, 0.15, 0.13
RF-501, Updown, 7, 6, 1.00, 0.98, 43, 509, 509, 0, 2, 41, 0.00, 0.05, 0.04
RF-501, Updown, 7, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, 7, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 7, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 7, 10, 0.99, 0.96, 28, 524, 520, 4, 2, 26, 0.01, 0.07, 0.07
RF-501, Updown, 7, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 7, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 7, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 7, 14, 0.99, 0.95, 56, 496, 494, 2, 5, 51, 0.00, 0.09, 0.08
RF-501, Updown, 7, 15, 0.99, 0.96, 47, 505, 503, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Tilt, 7, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, 7, 2, 0.99, 0.97, 56, 612, 608, 4, 3, 53, 0.01, 0.05, 0.05
RF-501, Tilt, 7, 3, 1.00, 0.97, 55, 613, 613, 0, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 7, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 7, 5, 0.99, 0.92, 37, 631, 627, 4, 6, 31, 0.01, 0.16, 0.14
RF-501, Tilt, 7, 6, 0.99, 0.97, 45, 623, 622, 1, 3, 42, 0.00, 0.07, 0.06
RF-501, Tilt, 7, 7, 1.00, 0.97, 36, 632, 631, 1, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 7, 8, 0.99, 0.94, 42, 626, 624, 2, 5, 37, 0.00, 0.12, 0.11
RF-501, Tilt, 7, 9, 0.99, 0.96, 46, 622, 617, 5, 3, 43, 0.01, 0.07, 0.06
RF-501, Tilt, 7, 10, 1.00, 0.99, 41, 627, 625, 2, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, 7, 11, 1.00, 1.00, 28, 640, 640, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Tilt, 7, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 7, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 7, 14, 0.99, 0.95, 55, 613, 610, 3, 5, 50, 0.00, 0.09, 0.08
RF-501, Tilt, 7, 15, 0.99, 0.96, 47, 621, 620, 1, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, 7, 1, 0.99, 0.93, 45, 711, 709, 2, 6, 39, 0.00, 0.13, 0.12
RF-501, Triangle, 7, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 7, 3, 0.99, 0.95, 61, 695, 695, 0, 6, 55, 0.00, 0.10, 0.09
RF-501, Triangle, 7, 4, 0.98, 0.90, 66, 690, 687, 3, 13, 53, 0.00, 0.20, 0.17
RF-501, Triangle, 7, 5, 0.98, 0.88, 44, 712, 710, 2, 10, 34, 0.00, 0.23, 0.19
RF-501, Triangle, 7, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 7, 7, 1.00, 1.00, 44, 712, 712, 0, 0, 44, 0.00, 0.00, 0.00
RF-501, Triangle, 7, 8, 1.00, 0.99, 49, 707, 707, 0, 1, 48, 0.00, 0.02, 0.02
